Date,High,Low,Open,Close,Volume,Adj Close
2019-01-01,2.6720709800720215,2.5324630737304688,2.5656399726867676,2.6635329723358154,675099229.0,2.6635329723358154
2019-01-02,2.905992031097412,2.6366050243377686,2.6707329750061035,2.8876290321350098,808413256.0,2.8876290321350098
2019-01-03,2.8773019313812256,2.6449949741363525,2.8773019313812256,2.681411027908325,636865311.0,2.681411027908325
2019-01-04,2.7778170108795166,2.62662410736084,2.6853480339050293,2.7216451168060303,723318560.0,2.7216451168060303
2019-01-05,2.772041082382202,2.695159912109375,2.722517967224121,2.699467897415161,750751760.0,2.699467897415161
2019-01-06,2.9236209392547607,2.652998924255371,2.6989169120788574,2.875272035598755,867964715.0,2.875272035598755
2019-01-07,2.8850998878479004,2.7541940212249756,2.8787100315093994,2.7681760787963867,747456993.0,2.7681760787963867
2019-01-08,2.869365930557251,2.7395339012145996,2.7722699642181396,2.7975850105285645,672422514.0,2.7975850105285645
2019-01-09,2.9614369869232178,2.7873940467834473,2.796907901763916,2.912539005279541,734853519.0,2.912539005279541
2019-01-10,2.984708070755005,2.3791120052337646,2.914247989654541,2.436124086380005,1205353503.0,2.436124086380005
2019-01-11,2.4646589756011963,2.3942179679870605,2.427272081375122,2.416930913925171,839425934.0,2.416930913925171
2019-01-12,2.45422101020813,2.4145870208740234,2.415389060974121,2.4273970127105713,676904282.0,2.4273970127105713
2019-01-13,2.4413421154022217,2.24288010597229,2.427328109741211,2.260166883468628,654710955.0,2.260166883468628
2019-01-14,2.4894421100616455,2.2603509426116943,2.261915922164917,2.47906494140625,754055929.0,2.47906494140625
2019-01-15,2.4839611053466797,2.380383014678955,2.475430965423584,2.4035770893096924,742818854.0,2.4035770893096924
2019-01-16,2.464621067047119,2.391813039779663,2.401336908340454,2.4474799633026123,676246815.0,2.4474799633026123
2019-01-17,2.5228700637817383,2.4115560054779053,2.443998098373413,2.5153980255126953,776197591.0,2.5153980255126953
2019-01-18,2.525315999984741,2.432785987854004,2.520632028579712,2.4696829319000244,755857709.0,2.4696829319000244
2019-01-19,2.5254459381103516,2.4571800231933594,2.4683620929718018,2.4868850708007812,738761772.0,2.4868850708007812
2019-01-20,2.4904448986053467,2.3393330574035645,2.483380079269409,2.367347002029419,971352022.0,2.367347002029419
2019-01-21,2.3917300701141357,2.3371028900146484,2.3729560375213623,2.353149890899658,681202741.0,2.353149890899658
2019-01-22,2.5008180141448975,2.3338680267333984,2.3524770736694336,2.4478759765625,737422547.0,2.4478759765625
2019-01-23,2.47445011138916,2.419853925704956,2.4475131034851074,2.440099000930786,630931520.0,2.440099000930786
2019-01-24,2.471503973007202,2.4137189388275146,2.4401590824127197,2.4532558917999268,662563042.0,2.4532558917999268
2019-01-25,2.4733009338378906,2.4298911094665527,2.4598729610443115,2.4546499252319336,630943289.0,2.4546499252319336
